nameFirst,nameLast,yearID,teamID,POS,G,PO,A,E,DP,PB,WP,SB,CS
Bob,Ferguson,1877,HAR,P,3,4,4,1,0,,,,
Cherokee,Fisher,1877,CHN,3B,1,0,2,1,0,,,,
Will,Foley,1877,CN1,3B,56,94,130,44,9,,,,
Davy,Force,1877,SL3,3B,8,11,15,2,0,,,,
Davy,Force,1877,SL3,SS,50,75,160,22,9,,,,
Joe,Gerhardt,1877,LS1,1B,1,11,0,0,0,,,,
Joe,Gerhardt,1877,LS1,2B,57,167,244,52,30,,,,
Joe,Gerhardt,1877,LS1,OF,1,3,0,0,0,,,,
Joe,Gerhardt,1877,LS1,SS,1,2,4,0,0,,,,
Jack,Gleason,1877,SL3,OF,1,0,0,0,0,,,,
John,Glenn,1877,CHN,1B,14,160,4,13,9,,,,
John,Glenn,1877,CHN,OF,36,66,7,4,1,,,,
Charlie,Gould,1877,CN1,1B,24,229,9,20,13,,,,
Charlie,Gould,1877,CN1,OF,1,2,0,0,0,,,,
Bill,Hague,1877,LS1,3B,59,78,78,29,4,,,,
John,Haldeman,1877,LS1,2B,1,0,4,3,0,,,,
George,Hall,1877,LS1,OF,61,92,7,11,1,,,,
Jimmy,Hallinan,1877,CN1,2B,16,52,36,15,8,,,,
Jimmy,Hallinan,1877,CHN,OF,19,27,1,7,1,,,,
Bill,Harbridge,1877,HAR,2B,4,8,13,10,0,,,,
Bill,Harbridge,1877,HAR,3B,1,0,0,0,0,,,,
Bill,Harbridge,1877,HAR,C,32,143,27,23,2,22,,,
Bill,Harbridge,1877,HAR,OF,5,12,1,0,0,,,,
Scott,Hastings,1877,CN1,C,20,63,24,23,1,29,,,
Scott,Hastings,1877,CN1,OF,1,0,0,0,0,,,,
Nat,Hicks,1877,CN1,C,8,31,15,7,3,6,,,
Paul,Hines,1877,CHN,2B,11,27,36,17,4,,,,
Paul,Hines,1877,CHN,OF,49,75,4,19,1,,,,
Jim,Holdsworth,1877,HAR,OF,55,79,11,18,1,,,,
Doug,Allison,1878,PRO,C,19,96,27,12,1,20,,,
Doug,Allison,1878,PRO,P,1,0,0,0,0,,,,
Cap,Anson,1878,CHN,2B,9,22,26,7,4,,,,
Cap,Anson,1878,CHN,3B,3,0,5,3,0,,,,
Cap,Anson,1878,CHN,C,3,13,5,1,3,11,,,
Cap,Anson,1878,CHN,OF,48,60,6,14,0,,,,
Charlie,Bennett,1878,ML2,C,35,176,31,42,4,25,,,
Charlie,Bennett,1878,ML2,OF,20,21,2,9,0,,,,
Frank,Bliss,1878,ML2,3B,1,2,2,0,0,,,,
Frank,Bliss,1878,ML2,C,1,7,1,1,0,6,,,
Tommy,Bond,1878,BSN,OF,2,0,0,0,0,,,,
Tommy,Bond,1878,BSN,P,59,27,117,9,4,,,,
Lew,Brown,1878,PRO,1B,15,178,3,11,7,,,,
Lew,Brown,1878,PRO,C,45,232,84,43,11,55,,,
Lew,Brown,1878,PRO,OF,1,0,0,0,0,,,,
